instance,treewidth,sharpsat,sharpsat_tw,ganak,ganak_tw,c2d,c2d_tw,minic2d,minic2d_tw,d4,dpmc_htb,dpmc_lg,sharpsat_cen
BayesianNetwork/DQMR/qmr-70/or-70-20-6-UC-10.cnf,22,9.53,903.21,15.44,904.01,64.88,914.46,16.53,916.64,30.01,0.04,899.64,8.35
BayesianNetwork/DQMR/qmr-70/or-70-20-6-UC-20.cnf,13,0.14,899.71,2.5300000000000002,899.5799999999999,2.0300000000000002,899.7199999999999,1.48,899.83,0.33,0.04,899.7299999999999,0.81
BayesianNetwork/DQMR/qmr-70/or-70-20-6-UC-30.cnf,6,0.02,871.42,2.3000000000000003,871.37,1.1,899.65,1.24,899.46,0.04,0.04,899.53,0.46
BayesianNetwork/DQMR/qmr-70/or-70-20-6-UC-40.cnf,5,0.02,869.83,2.29,870.0500000000001,1.24,899.78,1.21,899.4,0.03,0.04,899.66,0.63
BayesianNetwork/DQMR/qmr-70/or-70-20-7.cnf,30,155.81,999.9599999999999,282.38,1026.87,RTE,MO,3200.4,MO,487.49,0.04,899.67,179.63000000000002
BayesianNetwork/DQMR/qmr-70/or-70-20-7-UC-10.cnf,20,6.010000000000001,902.13,12.76,902.49,25.72,909.5500000000001,22.7,908.0500000000001,25.75,0.03,899.59,6.74
BayesianNetwork/DQMR/qmr-70/or-70-20-7-UC-20.cnf,17,1.29,899.9100000000001,4.38,900.03,5.2299999999999995,900.8100000000001,19.630000000000003,900.38,8.65,0.05,899.6300000000001,1.8900000000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-7-UC-30.cnf,11,0.05,899.5,2.37,899.52,1.1,899.74,1.67,899.42,0.16999999999999998,0.05,899.64,0.7000000000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-7-UC-40.cnf,9,0.03,899.64,2.33,899.5,1.17,899.86,1.43,899.62,0.08,0.07,899.73,0.6900000000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-8.cnf,30,180.52,993.14,314.2,1017.32,RTE,RTE,1980.1499999999999,MO,1281.2,0.04,899.5799999999999,227.07999999999998
BayesianNetwork/DQMR/qmr-70/or-70-20-8-UC-10.cnf,26,36.900000000000006,924.13,54.76,929.14,88.56,1020.58,135.29,1348.84,114.59,0.04,899.59,37.57
BayesianNetwork/DQMR/qmr-70/or-70-20-8-UC-20.cnf,24,22.360000000000003,908.95,30.73,911.3199999999999,62.09,929.87,47.7,952.0,107.29,0.04,899.6800000000001,31.36
BayesianNetwork/DQMR/qmr-70/or-70-20-8-UC-30.cnf,15,0.19,899.78,2.62,899.6,1.61,900.16,1.51,899.8000000000001,4.85,0.05,899.51,0.91
BayesianNetwork/DQMR/qmr-70/or-70-20-8-UC-40.cnf,14,0.04,899.68,2.34,899.63,1.28,899.9399999999999,1.29,899.86,0.30000000000000004,0.07,899.67,0.6900000000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-9.cnf,29,152.5,1018.4599999999999,273.21,1050.1,RTE,MO,1136.02,RTE,1318.3600000000001,0.04,899.6899999999999,196.25
BayesianNetwork/DQMR/qmr-70/or-70-20-9-UC-10.cnf,12,0.11,899.68,2.48,899.65,1.48,899.85,1.55,899.88,1.18,0.04,899.6899999999999,0.73
BayesianNetwork/DQMR/qmr-70/or-70-20-9-UC-20.cnf,7,0.02,899.66,2.3200000000000003,899.66,1.26,899.8100000000001,1.22,899.74,0.05,0.04,899.6,0.62
BayesianNetwork/DQMR/qmr-70/or-70-20-9-UC-30.cnf,5,0.02,899.51,2.3000000000000003,899.4399999999999,0.99,900.1999999999999,1.23,899.33,0.03,0.04,899.7,0.6900000000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-9-UC-40.cnf,5,0.02,899.6,2.29,899.5500000000001,1.27,899.63,1.18,899.3199999999999,0.03,0.05,899.75,0.67
BayesianNetwork/DQMR/qmr-70/or-70-5-10.cnf,29,172.01999999999998,1017.74,275.04,1060.31,RTE,RTE,3344.6,RTE,720.08,0.04,899.6199999999999,164.66
BayesianNetwork/DQMR/qmr-70/or-70-5-10-UC-10.cnf,17,0.86,900.0200000000001,3.36,900.0699999999999,5.69,901.78,3.04,900.73,5.24,0.04,899.7,1.29
BayesianNetwork/DQMR/qmr-70/or-70-5-10-UC-20.cnf,10,0.04,899.53,2.32,899.4399999999999,1.22,899.6999999999999,1.24,899.8100000000001,0.44,0.05,899.58,0.52
BayesianNetwork/DQMR/qmr-70/or-70-5-10-UC-30.cnf,7,0.02,899.34,2.2800000000000002,899.3900000000001,1.06,899.6400000000001,1.21,899.37,0.06,0.04,899.5899999999999,0.66
BayesianNetwork/DQMR/qmr-70/or-70-5-10-UC-40.cnf,5,0.01,899.49,2.33,899.27,1.21,899.59,1.1,899.59,0.03,0.04,899.79,0.64
BayesianNetwork/DQMR/qmr-70/or-70-5-1.cnf,26,89.94,939.78,139.26,946.36,204.62,1265.48,334.53000000000003,1298.01,566.16,0.03,899.69,65.63
BayesianNetwork/DQMR/qmr-70/or-70-5-1-UC-10.cnf,16,0.62,900.1,3.3100000000000005,899.9399999999999,5.78,900.9,4.95,901.0500000000001,8.8,0.04,899.69,1.45
BayesianNetwork/DQMR/qmr-70/or-70-5-1-UC-20.cnf,5,0.02,899.4,2.28,899.28,1.3099999999999998,899.64,1.11,899.36,0.03,0.04,899.63,0.74
BayesianNetwork/DQMR/qmr-70/or-70-5-1-UC-30.cnf,4,0.01,793.27,2.28,793.3100000000001,1.24,899.6800000000001,1.24,899.3499999999999,0.03,0.05,899.56,0.6
BayesianNetwork/DQMR/qmr-70/or-70-5-1-UC-40.cnf,3,0.02,766.0799999999999,2.29,765.8,1.3299999999999998,899.53,1.14,899.32,0.03,0.04,899.56,0.6699999999999999
BayesianNetwork/DQMR/qmr-70/or-70-5-2.cnf,28,120.92,966.63,218.11999999999998,984.4599999999999,288.5,1196.85,285.27000000000004,1440.64,409.10999999999996,0.04,899.74,108.1
BayesianNetwork/DQMR/qmr-70/or-70-5-2-UC-10.cnf,17,1.17,900.1500000000001,4.2,900.18,7.92,901.31,4.0,900.64,5.37,0.04,899.5799999999999,1.96
BayesianNetwork/DQMR/qmr-70/or-70-5-2-UC-20.cnf,12,0.07,880.9100000000001,2.38,880.88,1.53,899.96,1.17,899.53,0.39,0.03,899.73,0.79
BayesianNetwork/DQMR/qmr-70/or-70-5-2-UC-30.cnf,5,0.02,868.46,2.24,868.39,1.17,899.58,1.12,899.59,0.03,0.04,899.68,0.61
BayesianNetwork/DQMR/qmr-70/or-70-5-2-UC-40.cnf,4,0.01,854.3499999999999,2.3400000000000003,854.37,1.15,899.54,1.22,899.51,0.03,0.04,899.57,0.44999999999999996
BayesianNetwork/DQMR/qmr-70/or-70-5-3.cnf,31,377.85,1072.06,705.27,1118.8700000000001,MO,RTE,4480.13,MO,2673.55,0.05,899.54,589.1800000000001
BayesianNetwork/DQMR/qmr-70/or-70-5-3-UC-10.cnf,7,0.02,899.72,2.3600000000000003,899.4,1.3299999999999998,899.89,1.5,899.68,0.09,0.04,899.62,0.41
BayesianNetwork/DQMR/qmr-70/or-70-5-3-UC-20.cnf,4,0.01,899.51,2.27,899.4200000000001,1.18,899.5600000000001,1.1,899.53,0.03,0.05,899.5,0.65
BayesianNetwork/DQMR/qmr-70/or-70-5-3-UC-30.cnf,4,0.02,871.36,2.27,871.28,1.14,899.61,1.23,898.99,0.03,0.04,899.76,0.63
BayesianNetwork/DQMR/qmr-70/or-70-5-3-UC-40.cnf,4,0.01,864.3,2.31,864.83,1.34,899.36,1.21,899.4300000000001,0.03,0.04,899.66,0.61
BayesianNetwork/DQMR/qmr-70/or-70-5-4.cnf,30,273.96,1039.3799999999999,430.16,1073.55,MO,MO,3630.52,MO,862.77,0.04,899.6400000000001,240.66
BayesianNetwork/DQMR/qmr-70/or-70-5-4-UC-10.cnf,21,4.41,901.2399999999999,8.24,901.5400000000001,16.78,906.13,26.240000000000002,906.8299999999999,24.11,0.04,899.56,2.85
BayesianNetwork/DQMR/qmr-70/or-70-5-4-UC-20.cnf,14,0.19,899.7,2.5500000000000003,899.74,2.07,900.0600000000001,1.31,899.86,0.74,0.04,899.73,0.8200000000000001
BayesianNetwork/DQMR/qmr-70/or-70-5-4-UC-30.cnf,12,0.04,856.77,2.35,856.78,1.27,900.01,1.3499999999999999,899.75,0.16999999999999998,0.05,899.56,0.76
BayesianNetwork/DQMR/qmr-70/or-70-5-4-UC-40.cnf,4,0.02,767.8,2.32,767.8499999999999,1.3099999999999998,900.23,1.32,899.54,0.03,0.04,899.76,0.65
BayesianNetwork/DQMR/qmr-70/or-70-5-5.cnf,28,518.0400000000001,992.51,879.1,1009.3100000000001,RTE,1264.23,1340.28,1596.67,1006.8399999999999,0.04,899.73,669.4499999999999
BayesianNetwork/DQMR/qmr-70/or-70-5-5-UC-10.cnf,15,0.39,866.5500000000001,2.87,866.46,2.42,900.57,1.98,900.13,2.17,0.03,899.55,1.07
BayesianNetwork/DQMR/qmr-70/or-70-5-5-UC-20.cnf,13,0.13999999999999999,863.31,2.5,863.24,1.28,899.9799999999999,1.46,899.88,1.09,0.05,899.65,0.76
BayesianNetwork/DQMR/qmr-70/or-70-5-5-UC-30.cnf,5,0.02,755.45,2.29,755.59,1.1199999999999999,899.6899999999999,1.22,899.8000000000001,0.03,0.05,900.09,0.6699999999999999
BayesianNetwork/DQMR/qmr-70/or-70-5-5-UC-40.cnf,4,0.02,656.43,2.24,656.1800000000001,0.99,899.8399999999999,1.22,899.75,0.03,0.04,899.5699999999999,0.65
BayesianNetwork/DQMR/qmr-70/or-70-5-6.cnf,33,915.1,1363.04,1397.34,1488.2600000000002,RTE,RTE,TO,MO,3686.87,0.04,899.64,784.89
BayesianNetwork/DQMR/qmr-70/or-70-5-6-UC-10.cnf,23,42.65,907.89,61.61,909.14,56.64,920.74,155.51,928.62,98.89,0.05,899.71,31.54
BayesianNetwork/DQMR/qmr-70/or-70-5-6-UC-20.cnf,12,0.13999999999999999,899.6800000000001,2.49,899.4,1.56,899.63,1.29,899.8,0.7,0.04,899.75,0.78
BayesianNetwork/DQMR/qmr-70/or-70-5-6-UC-30.cnf,6,0.01,899.53,2.35,899.4399999999999,1.15,899.76,1.22,899.7,0.05,0.04,899.69,0.65
BayesianNetwork/DQMR/qmr-70/or-70-5-6-UC-40.cnf,3,0.02,899.2,2.28,899.3800000000001,1.27,899.74,1.25,899.39,0.02,0.04,899.6700000000001,0.38
BayesianNetwork/DQMR/qmr-70/or-70-5-7.cnf,27,103.05,935.59,164.89,945.03,330.41,1050.9,148.22,1142.4399999999998,424.33,0.04,899.74,68.58999999999999
BayesianNetwork/DQMR/qmr-70/or-70-5-7-UC-10.cnf,19,2.4699999999999998,900.83,5.710000000000001,900.98,10.4,903.51,6.74,902.72,15.040000000000001,0.05,899.73,2.9000000000000004
BayesianNetwork/DQMR/qmr-70/or-70-5-7-UC-20.cnf,12,0.09999999999999999,899.6500000000001,2.43,899.5699999999999,1.3699999999999999,899.8900000000001,1.69,899.6,0.33,0.04,899.61,0.75
BayesianNetwork/DQMR/qmr-70/or-70-5-7-UC-30.cnf,5,0.01,899.56,2.27,899.44,1.25,899.68,1.2,899.42,0.03,0.04,899.69,0.42
BayesianNetwork/DQMR/qmr-70/or-70-5-7-UC-40.cnf,4,0.01,719.37,2.31,719.37,1.3399999999999999,899.74,1.28,899.51,0.02,0.05,899.64,0.39
BayesianNetwork/DQMR/qmr-70/or-70-5-8.cnf,31,232.56,1029.93,387.06,1070.87,RTE,RTE,TO,MO,557.24,0.02,899.62,194.3
BayesianNetwork/DQMR/qmr-70/or-70-5-8-UC-10.cnf,16,1.47,899.96,3.85,900.04,13.22,900.75,4.79,900.28,5.61,0.04,899.6999999999999,1.46
BayesianNetwork/DQMR/qmr-70/or-70-5-8-UC-20.cnf,12,0.16,880.25,2.48,880.42,2.37,899.86,2.0,899.91,0.87,0.04,899.75,0.76
BayesianNetwork/DQMR/qmr-70/or-70-5-8-UC-30.cnf,4,0.02,867.29,2.2800000000000002,867.21,1.16,899.7,1.19,899.4,0.02,0.04,899.62,0.48000000000000004
BayesianNetwork/DQMR/qmr-70/or-70-5-8-UC-40.cnf,4,0.01,854.34,2.31,854.35,1.14,900.42,1.28,899.41,0.03,0.04,899.74,0.37
BayesianNetwork/DQMR/qmr-70/or-70-5-9.cnf,29,364.03000000000003,1018.6800000000001,565.83,1048.6699999999998,RTE,RTE,TO,RTE,5230.66,0.04,899.6999999999999,350.71000000000004
BayesianNetwork/DQMR/qmr-70/or-70-5-9-UC-10.cnf,11,0.05,899.64,2.31,899.4599999999999,1.36,899.9399999999999,1.46,899.79,0.22000000000000003,0.04,899.71,0.74
BayesianNetwork/DQMR/qmr-70/or-70-5-9-UC-20.cnf,7,0.02,876.5699999999999,2.25,876.48,1.09,899.6700000000001,1.18,900.27,0.05,0.05,900.09,0.68
BayesianNetwork/DQMR/qmr-70/or-70-5-9-UC-30.cnf,4,0.02,866.67,2.31,866.65,1.17,899.54,1.1400000000000001,899.47,0.03,0.05,899.57,0.66
BayesianNetwork/DQMR/qmr-70/or-70-5-9-UC-40.cnf,3,0.02,727.63,2.29,727.75,1.0,899.42,1.0,899.14,0.02,0.05,899.65,0.63
BayesianNetwork/Ratio_50/50-10-10-q.cnf,14,51.94,899.77,121.9,899.63,1.2,900.55,1.71,899.84,1.94,0.06,33.13,25.04
BayesianNetwork/Ratio_50/50-10-1-q.cnf,14,TO,899.99,RTE,900.67,3.3000000000000003,900.38,9.809999999999999,900.01,5.58,0.07,16.74,398.89
BayesianNetwork/Ratio_50/50-10-2-q.cnf,15,TO,900.31,RTE,900.49,8.95,900.21,57.449999999999996,899.93,8.620000000000001,0.07,25.41,197.02999999999997
BayesianNetwork/Ratio_50/50-10-3-q.cnf,15,3116.6200000000003,900.11,RTE,900.37,1.83,900.14,2.56,899.74,7.83,0.07,17.71,100.56
BayesianNetwork/Ratio_50/50-10-4-q.cnf,15,812.37,899.65,TO,899.66,1.52,899.99,2.91,899.78,1.3,0.06,33.11,81.67
BayesianNetwork/Ratio_50/50-10-5-q.cnf,14,34.5,899.6,40.61,899.69,1.09,899.86,1.31,899.77,1.31,0.06,33.760000000000005,7.09
BayesianNetwork/Ratio_50/50-10-6-q.cnf,14,504.21999999999997,899.93,RTE,900.02,2.22,899.8000000000001,4.01,899.68,9.97,0.07,16.720000000000002,19.25
BayesianNetwork/Ratio_50/50-10-7-q.cnf,15,178.78,899.77,211.57,899.7,1.59,899.8199999999999,1.85,899.85,5.99,0.07,16.75,16.09
BayesianNetwork/Ratio_50/50-10-8-q.cnf,14,125.0,899.64,264.3,899.72,0.97,899.84,1.3699999999999999,899.75,2.02,0.06,33.120000000000005,29.68
BayesianNetwork/Ratio_50/50-10-9-q.cnf,14,2205.0699999999997,899.8,1471.53,900.24,1.44,899.9699999999999,2.74,899.99,5.13,0.07,33.89,108.77
BayesianNetwork/Ratio_50/50-12-10-q.cnf,18,TO,903.2199999999999,RTE,904.04,5.45,902.4,90.6,901.66,41.95,0.1,131.39,TO
BayesianNetwork/Ratio_50/50-12-1-q.cnf,18,TO,901.31,RTE,901.59,5.61,901.11,8.23,900.83,45.06,0.09,131.51,TO
BayesianNetwork/Ratio_50/50-12-2-q.cnf,18,TO,900.56,RTE,901.04,17.490000000000002,900.86,34.08,900.39,15.0,0.09000000000000001,262.40000000000003,TO
BayesianNetwork/Ratio_50/50-12-3-q.cnf,18,TO,901.57,RTE,902.22,14.51,901.4499999999999,10.93,901.81,35.410000000000004,0.1,262.37,TO
BayesianNetwork/Ratio_50/50-12-4-q.cnf,18,TO,900.27,RTE,900.57,10.31,900.71,32.2,900.13,31.0,0.09000000000000001,262.54,2517.97
BayesianNetwork/Ratio_50/50-12-5-q.cnf,18,TO,902.25,RTE,902.9300000000001,10.57,901.77,341.18,900.6899999999999,46.42,0.11,262.58000000000004,TO
BayesianNetwork/Ratio_50/50-12-6-q.cnf,18,1197.67,899.76,RTE,899.89,3.9699999999999998,901.1800000000001,5.04,900.0799999999999,5.78,0.09,264.63,67.66
BayesianNetwork/Ratio_50/50-12-7-q.cnf,18,TO,901.9699999999999,RTE,902.7600000000001,7.63,901.84,164.31,904.23,131.06,0.1,249.26999999999998,TO
BayesianNetwork/Ratio_50/50-12-8-q.cnf,18,TO,901.6600000000001,RTE,902.1800000000001,4.87,901.25,21.29,901.15,244.23,0.11,263.56,TO
BayesianNetwork/Ratio_50/50-12-9-q.cnf,18,TO,901.42,RTE,901.5,4.92,901.24,12.68,900.83,125.77,0.1,274.58,TO
BayesianNetwork/Ratio_50/50-14-10-q.cnf,21,TO,904.49,RTE,905.2700000000001,15.709999999999999,902.62,205.89,901.98,452.96,0.15,899.84,TO
BayesianNetwork/Ratio_50/50-14-1-q.cnf,21,TO,907.76,RTE,909.22,23.5,905.96,279.28,904.48,717.14,0.15,899.75,TO
BayesianNetwork/Ratio_50/50-14-2-q.cnf,21,TO,908.9399999999999,RTE,910.87,19.19,910.58,26.520000000000003,906.9599999999999,185.76999999999998,0.15,899.81,TO
BayesianNetwork/Ratio_50/50-14-3-q.cnf,21,TO,905.42,RTE,906.57,150.52,905.44,125.45,904.88,542.47,0.15,899.82,TO
BayesianNetwork/Ratio_50/50-14-4-q.cnf,21,TO,902.26,RTE,902.74,41.35,902.65,19.89,902.56,145.22,0.13,899.83,TO
BayesianNetwork/Ratio_50/50-14-5-q.cnf,21,TO,911.0899999999999,TO,913.53,18.03,917.5,71.37,907.17,299.34999999999997,0.15,899.8000000000001,TO
BayesianNetwork/Ratio_50/50-14-6-q.cnf,21,TO,910.84,RTE,912.82,10.770000000000001,906.8,22.78,903.14,65.66,0.13,899.83,TO
BayesianNetwork/Ratio_50/50-14-7-q.cnf,21,TO,903.08,RTE,903.7,15.040000000000001,904.18,241.91,902.0699999999999,320.52,0.15,899.84,TO
BayesianNetwork/Ratio_50/50-14-8-q.cnf,21,TO,901.8299999999999,RTE,902.1700000000001,33.15,901.5600000000001,158.24,902.3100000000001,141.81,0.14,899.8000000000001,TO
BayesianNetwork/Ratio_50/50-14-9-q.cnf,21,TO,908.82,TO,909.8000000000001,27.77,907.53,65.41,904.4300000000001,260.68,0.15,899.85,TO
BayesianNetwork/Ratio_50/50-16-10-q.cnf,24,TO,998.45,RTE,1021.3399999999999,232.2,942.5600000000001,TO,979.51,MO,0.23,899.85,TO
BayesianNetwork/Ratio_50/50-16-1-q.cnf,24,TO,949.4799999999999,RTE,959.08,60.43,930.4399999999999,3172.01,925.76,5416.259999999999,0.22,900.42,TO
BayesianNetwork/Ratio_50/50-16-2-q.cnf,24,TO,1056.64,TO,1090.73,99.74000000000001,1001.95,1371.34,943.2,MO,0.23,899.93,TO
BayesianNetwork/Ratio_50/50-16-3-q.cnf,24,TO,920.94,RTE,924.4799999999999,78.13,922.96,612.48,920.17,1291.57,0.21,899.9100000000001,TO
BayesianNetwork/Ratio_50/50-16-4-q.cnf,24,TO,984.77,RTE,1006.09,115.92,958.57,3952.0,970.4399999999999,MO,0.21,899.95,TO
BayesianNetwork/Ratio_50/50-16-5-q.cnf,24,TO,982.1500000000001,RTE,998.1,187.47,957.55,206.21,981.23,MO,0.22,900.4,TO
BayesianNetwork/Ratio_50/50-16-6-q.cnf,24,TO,998.15,RTE,1020.27,125.62,935.0500000000001,640.73,947.0500000000001,2670.59,0.21,899.9200000000001,TO
BayesianNetwork/Ratio_50/50-16-7-q.cnf,24,TO,922.96,RTE,927.41,145.73,924.3499999999999,179.37,922.6899999999999,2144.18,0.2,899.88,TO
BayesianNetwork/Ratio_50/50-16-8-q.cnf,24,TO,910.72,RTE,913.22,44.07,910.5500000000001,2541.66,945.5699999999999,5148.56,0.21,900.0,TO
BayesianNetwork/Ratio_50/50-16-9-q.cnf,24,TO,1298.96,RTE,1385.5,57.650000000000006,1763.65,316.96999999999997,4359.52,MO,0.24,899.81,TO
BayesianNetwork/Ratio_50/50-18-10-q.cnf,27,TO,1933.1799999999998,RTE,2147.0,MO,RTE,TO,1663.79,MO,0.33999999999999997,900.11,TO
BayesianNetwork/Ratio_50/50-18-1-q.cnf,27,TO,1315.09,RTE,1398.59,MO,1352.52,TO,1531.92,MO,0.31000000000000005,899.89,TO
BayesianNetwork/Ratio_50/50-18-2-q.cnf,27,TO,1439.3,RTE,1557.47,226.76,1170.28,2133.0499999999997,2731.2099999999996,MO,0.31,900.05,TO
BayesianNetwork/Ratio_50/50-18-3-q.cnf,27,TO,922.13,RTE,926.36,194.8,931.9599999999999,550.75,921.37,MO,0.31000000000000005,899.94,TO
BayesianNetwork/Ratio_50/50-18-4-q.cnf,27,TO,1889.29,RTE,2085.77,MO,MO,689.82,RTE,MO,0.31000000000000005,899.9200000000001,TO
BayesianNetwork/Ratio_50/50-18-5-q.cnf,27,TO,1388.6299999999999,RTE,1497.37,238.82999999999998,1167.05,TO,1715.27,RTE,0.32999999999999996,899.95,TO
BayesianNetwork/Ratio_50/50-18-6-q.cnf,27,TO,1361.3999999999999,TO,1453.4699999999998,305.10999999999996,MO,1500.3799999999999,TO,4169.19,0.30000000000000004,900.0899999999999,TO
BayesianNetwork/Ratio_50/50-18-7-q.cnf,27,TO,1173.75,RTE,1265.21,RTE,1158.14,TO,1129.13,RTE,0.33999999999999997,900.08,TO
BayesianNetwork/Ratio_50/50-18-8-q.cnf,28,TO,1002.8000000000001,RTE,1024.69,449.1,1009.87,465.07,1256.4099999999999,MO,0.30000000000000004,899.99,TO
BayesianNetwork/Ratio_50/50-18-9-q.cnf,27,TO,1677.26,RTE,1876.46,RTE,1209.8200000000002,2515.82,3159.23,MO,0.30000000000000004,900.11,TO
BayesianNetwork/Ratio_50/50-20-10-q.cnf,30,TO,3141.92,RTE,3488.57,MO,MO,TO,TO,MO,0.48,900.11,TO
BayesianNetwork/Ratio_50/50-20-1-q.cnf,30,TO,1709.5,RTE,1862.5900000000001,MO,MO,TO,1337.55,RTE,0.44999999999999996,900.26,TO
BayesianNetwork/Ratio_50/50-20-2-q.cnf,30,TO,TO,RTE,6764.429999999999,MO,MO,TO,TO,MO,0.44999999999999996,900.08,TO
BayesianNetwork/Ratio_50/50-20-3-q.cnf,30,TO,3160.0,RTE,3399.79,MO,MO,TO,RTE,MO,0.47,900.7099999999999,TO
BayesianNetwork/Ratio_50/50-20-4-q.cnf,30,TO,6778.36,RTE,TO,MO,MO,TO,TO,MO,0.47,900.1899999999999,TO
BayesianNetwork/Ratio_50/50-20-5-q.cnf,30,TO,3199.4500000000003,RTE,3388.31,MO,MO,TO,TO,TO,0.49,900.18,TO
BayesianNetwork/Ratio_50/50-20-6-q.cnf,30,TO,2083.83,TO,2305.06,MO,RTE,TO,TO,MO,0.48,900.15,TO
BayesianNetwork/Ratio_50/50-20-7-q.cnf,30,TO,5349.49,RTE,4671.150000000001,MO,MO,TO,TO,MO,0.45999999999999996,900.19,TO
BayesianNetwork/Ratio_50/50-20-8-q.cnf,30,TO,3267.5099999999998,RTE,3690.3799999999997,MO,MO,TO,RTE,MO,0.48,900.23,TO
BayesianNetwork/Ratio_50/50-20-9-q.cnf,30,TO,1531.2800000000002,RTE,1664.25,MO,RTE,TO,1282.58,TO,0.45999999999999996,900.06,TO
BayesianNetwork/Ratio_75/75-10-10-q.cnf,11,0.03,899.6600000000001,2.33,899.41,0.8699999999999999,899.82,0.89,899.71,0.05,0.05,33.080000000000005,0.81
BayesianNetwork/Ratio_75/75-10-1-q.cnf,11,0.02,899.62,2.27,899.37,0.9400000000000001,899.8499999999999,0.9099999999999999,899.53,0.04,0.06,16.689999999999998,0.8200000000000001
BayesianNetwork/Ratio_75/75-10-2-q.cnf,15,0.24,899.5999999999999,2.42,899.69,0.9,899.94,1.09,899.77,0.28,0.05,16.700000000000003,1.03
BayesianNetwork/Ratio_75/75-10-4-q.cnf,15,0.04,899.65,2.38,899.65,0.91,899.8,0.98,899.5600000000001,0.09,0.06,34.64,0.89
BayesianNetwork/Ratio_75/75-10-5-q.cnf,14,0.49,899.59,2.7800000000000002,899.67,0.8999999999999999,899.79,0.9299999999999999,900.1,0.28,0.05,33.589999999999996,1.07
BayesianNetwork/Ratio_75/75-10-6-q.cnf,15,0.060000000000000005,899.6600000000001,2.31,899.44,0.92,899.76,0.9099999999999999,899.64,0.09,0.05,33.64,0.91
BayesianNetwork/Ratio_75/75-10-7-q.cnf,14,0.05,899.56,2.29,899.54,1.05,899.73,1.09,899.77,0.13,0.05,21.56,0.9400000000000001
BayesianNetwork/Ratio_75/75-10-8-q.cnf,14,0.41000000000000003,899.59,2.43,899.59,1.01,899.89,1.01,899.8,0.14,0.05,16.720000000000002,1.03
BayesianNetwork/Ratio_75/75-10-9-q.cnf,14,0.93,899.68,2.79,899.6600000000001,0.92,899.78,1.1300000000000001,899.92,0.32,0.05,33.09,1.3599999999999999
BayesianNetwork/Ratio_75/75-12-10-q.cnf,17,1.32,899.73,3.8000000000000003,899.62,1.13,899.88,1.29,899.93,0.5599999999999999,0.08,272.11,2.07
BayesianNetwork/Ratio_75/75-12-1-q.cnf,18,29.11,899.79,32.78,899.6,1.43,900.0,2.63,899.96,0.64,0.08,265.91999999999996,2.81
BayesianNetwork/Ratio_75/75-12-2-q.cnf,18,7.33,899.64,17.18,899.65,1.91,899.89,1.9,899.7900000000001,0.31,0.07,313.25,6.5600000000000005
BayesianNetwork/Ratio_75/75-12-3-q.cnf,18,18.77,899.64,21.21,899.72,1.72,899.87,1.83,900.3,2.05,0.08,265.15999999999997,20.259999999999998
BayesianNetwork/Ratio_75/75-12-4-q.cnf,18,0.47000000000000003,899.6,2.9400000000000004,899.4499999999999,1.26,899.75,1.28,899.78,0.51,0.07,262.45,2.08
BayesianNetwork/Ratio_75/75-12-5-q.cnf,18,12.54,899.6400000000001,14.889999999999999,899.62,1.31,900.06,8.15,899.8100000000001,2.54,0.08,268.58000000000004,5.930000000000001
BayesianNetwork/Ratio_75/75-12-6-q.cnf,18,36.5,899.8399999999999,60.44,899.8100000000001,1.73,899.96,2.34,899.94,1.24,0.09,266.5,1.94
BayesianNetwork/Ratio_75/75-12-7-q.cnf,18,4.34,899.74,5.890000000000001,899.56,1.09,899.96,1.58,899.6999999999999,0.55,0.08,262.34,1.32
BayesianNetwork/Ratio_75/75-12-8-q.cnf,18,4.760000000000001,899.84,7.71,899.92,1.21,900.11,1.29,900.25,1.0,0.07,266.38,2.28
BayesianNetwork/Ratio_75/75-12-9-q.cnf,18,0.5800000000000001,899.6899999999999,3.25,899.54,1.18,899.86,1.63,899.88,0.36,0.08,263.63,2.07
BayesianNetwork/Ratio_75/75-14-10-q.cnf,21,285.45,899.6400000000001,RTE,899.7700000000001,1.9,900.0300000000001,4.48,900.13,1.48,0.11,900.24,43.37
BayesianNetwork/Ratio_75/75-14-1-q.cnf,21,1.45,899.6899999999999,2.9000000000000004,899.76,1.45,899.76,1.77,899.69,0.5499999999999999,0.1,899.75,1.67
BayesianNetwork/Ratio_75/75-14-2-q.cnf,21,16.779999999999998,899.84,25.09,899.81,1.5799999999999998,900.0600000000001,4.109999999999999,900.0200000000001,1.21,0.11,899.8100000000001,3.89
BayesianNetwork/Ratio_75/75-14-3-q.cnf,21,25.39,900.02,31.93,900.09,2.41,901.09,30.33,901.17,9.700000000000001,0.1,899.81,4.37
BayesianNetwork/Ratio_75/75-14-4-q.cnf,20,324.0,899.9499999999999,287.74,899.76,2.28,900.21,59.48,901.03,1.69,0.11,899.74,180.33
BayesianNetwork/Ratio_75/75-14-5-q.cnf,21,17.55,899.88,33.48,899.8299999999999,1.99,900.0600000000001,3.0700000000000003,900.21,2.02,0.09000000000000001,899.77,6.38
