instance,sharpsat_tw_const1e3,sharpsat_tw_const1e7,sharpsat_tw_form1,sharpsat_tw_form2,sharpsat_tw_form2_noact,sharpsat_tw_form2_nofreq,sharpsat_tw_form2_noact_nofreq
BayesianNetwork/DQMR/qmr-60/or-60-20-1-UC-10.cnf,901.89,902.01,902.0300000000001,901.96,901.89,905.4200000000001,905.1899999999999
BayesianNetwork/DQMR/qmr-60/or-60-20-1-UC-20.cnf,878.47,878.52,878.5,878.47,878.44,878.43,878.5600000000001
BayesianNetwork/DQMR/qmr-60/or-60-20-1-UC-30.cnf,846.72,846.62,846.6600000000001,846.62,846.71,846.62,846.76
BayesianNetwork/DQMR/qmr-60/or-60-20-1-UC-40.cnf,870.1700000000001,870.09,870.07,870.12,870.1800000000001,870.09,870.13
BayesianNetwork/DQMR/qmr-60/or-60-20-2.cnf,915.83,916.0,915.84,917.0300000000001,915.78,945.26,943.62
BayesianNetwork/DQMR/qmr-60/or-60-20-2-UC-10.cnf,902.13,901.87,902.0600000000001,902.1,901.78,904.8199999999999,905.34
BayesianNetwork/DQMR/qmr-60/or-60-20-2-UC-20.cnf,899.66,899.6999999999999,899.73,899.71,899.62,899.67,899.62
BayesianNetwork/DQMR/qmr-60/or-60-20-2-UC-30.cnf,863.44,863.25,863.39,863.56,863.55,863.3,863.47
BayesianNetwork/DQMR/qmr-60/or-60-20-2-UC-40.cnf,858.5300000000001,858.5799999999999,858.5400000000001,858.5799999999999,858.56,858.57,858.5
BayesianNetwork/DQMR/qmr-60/or-60-20-3.cnf,905.92,906.12,905.88,905.9300000000001,905.6999999999999,928.82,927.58
BayesianNetwork/DQMR/qmr-60/or-60-20-3-UC-10.cnf,899.59,899.7,899.58,899.6999999999999,899.63,899.74,899.69
BayesianNetwork/DQMR/qmr-60/or-60-20-3-UC-20.cnf,899.61,899.61,899.52,899.6500000000001,899.61,899.65,899.6
BayesianNetwork/DQMR/qmr-60/or-60-20-3-UC-30.cnf,899.65,899.56,899.6099999999999,899.6999999999999,899.6600000000001,899.57,899.61
BayesianNetwork/DQMR/qmr-60/or-60-20-3-UC-40.cnf,866.71,866.81,866.69,866.89,866.75,866.77,866.96
BayesianNetwork/DQMR/qmr-60/or-60-20-4.cnf,913.67,913.43,913.65,913.6800000000001,913.19,937.48,936.76
BayesianNetwork/DQMR/qmr-60/or-60-20-4-UC-10.cnf,902.51,902.5200000000001,902.5899999999999,902.48,902.84,906.8199999999999,906.54
BayesianNetwork/DQMR/qmr-60/or-60-20-4-UC-20.cnf,899.9399999999999,900.13,899.9399999999999,899.98,899.9499999999999,900.44,900.38
BayesianNetwork/DQMR/qmr-60/or-60-20-4-UC-30.cnf,899.6800000000001,899.72,899.6600000000001,899.79,899.68,899.82,899.75
BayesianNetwork/DQMR/qmr-60/or-60-20-4-UC-40.cnf,899.66,899.64,900.08,899.63,899.63,899.68,899.75
BayesianNetwork/DQMR/qmr-60/or-60-20-5.cnf,912.6,913.78,912.53,912.2199999999999,912.14,945.94,945.5
BayesianNetwork/DQMR/qmr-60/or-60-20-5-UC-10.cnf,903.82,903.6800000000001,903.36,903.5,903.59,907.15,906.97
BayesianNetwork/DQMR/qmr-60/or-60-20-5-UC-20.cnf,904.67,903.92,903.9399999999999,904.11,904.01,907.9499999999999,907.5699999999999
BayesianNetwork/DQMR/qmr-60/or-60-20-5-UC-30.cnf,899.8399999999999,899.91,899.98,899.89,899.87,900.12,900.16
BayesianNetwork/DQMR/qmr-60/or-60-20-5-UC-40.cnf,899.5300000000001,899.6,899.45,899.57,899.57,899.63,899.61
BayesianNetwork/DQMR/qmr-60/or-60-20-6.cnf,915.7099999999999,916.11,915.6800000000001,916.16,916.08,961.3,960.33
BayesianNetwork/DQMR/qmr-60/or-60-20-6-UC-10.cnf,903.2800000000001,903.36,903.39,903.46,903.1600000000001,908.48,908.35
BayesianNetwork/DQMR/qmr-60/or-60-20-6-UC-20.cnf,899.96,900.09,899.97,900.07,900.02,900.21,900.37
BayesianNetwork/DQMR/qmr-60/or-60-20-6-UC-30.cnf,899.66,899.73,899.6899999999999,899.6800000000001,899.6800000000001,899.74,899.69
BayesianNetwork/DQMR/qmr-60/or-60-20-6-UC-40.cnf,899.53,899.67,899.6600000000001,899.63,899.4799999999999,899.59,899.57
BayesianNetwork/DQMR/qmr-60/or-60-20-7.cnf,923.4399999999999,923.83,924.02,924.14,923.1400000000001,957.1800000000001,955.79
BayesianNetwork/DQMR/qmr-60/or-60-20-7-UC-10.cnf,901.7099999999999,901.51,901.79,901.99,901.78,904.5500000000001,904.61
BayesianNetwork/DQMR/qmr-60/or-60-20-7-UC-20.cnf,901.0,900.51,900.5600000000001,900.51,900.58,901.95,901.79
BayesianNetwork/DQMR/qmr-60/or-60-20-7-UC-30.cnf,899.6999999999999,899.6400000000001,899.75,899.72,899.62,899.75,899.74
BayesianNetwork/DQMR/qmr-60/or-60-20-7-UC-40.cnf,899.4399999999999,899.62,899.41,899.61,899.59,899.5500000000001,899.61
BayesianNetwork/DQMR/qmr-60/or-60-20-8.cnf,906.5,906.65,906.77,906.94,906.35,924.12,923.91
BayesianNetwork/DQMR/qmr-60/or-60-20-8-UC-10.cnf,900.06,900.03,899.8,900.02,899.9699999999999,900.4300000000001,900.44
BayesianNetwork/DQMR/qmr-60/or-60-20-8-UC-20.cnf,899.53,899.71,899.4499999999999,899.6999999999999,899.55,899.69,899.55
BayesianNetwork/DQMR/qmr-60/or-60-20-8-UC-30.cnf,899.65,899.5899999999999,899.3900000000001,899.5799999999999,899.57,899.5,899.59
BayesianNetwork/DQMR/qmr-60/or-60-20-8-UC-40.cnf,899.14,899.1899999999999,899.3100000000001,899.2,899.24,899.25,899.18
BayesianNetwork/DQMR/qmr-60/or-60-20-9.cnf,926.5600000000001,926.66,927.5400000000001,926.1700000000001,925.86,1041.8899999999999,1036.91
BayesianNetwork/DQMR/qmr-60/or-60-20-9-UC-10.cnf,899.87,899.8100000000001,899.73,899.96,899.96,900.13,900.1700000000001
BayesianNetwork/DQMR/qmr-60/or-60-20-9-UC-20.cnf,899.57,899.5899999999999,899.48,899.56,899.6700000000001,899.6,899.6500000000001
BayesianNetwork/DQMR/qmr-60/or-60-20-9-UC-30.cnf,864.9100000000001,864.6,864.9,864.83,864.8,864.81,864.78
BayesianNetwork/DQMR/qmr-60/or-60-20-9-UC-40.cnf,827.43,827.5,827.32,827.44,827.4399999999999,827.41,827.4
BayesianNetwork/DQMR/qmr-60/or-60-5-10.cnf,916.48,916.41,916.37,916.5,916.26,959.96,957.83
BayesianNetwork/DQMR/qmr-60/or-60-5-10-UC-10.cnf,899.61,899.7099999999999,899.63,899.61,899.62,899.55,899.75
BayesianNetwork/DQMR/qmr-60/or-60-5-10-UC-20.cnf,899.5400000000001,899.6999999999999,899.59,899.65,899.65,899.63,899.59
BayesianNetwork/DQMR/qmr-60/or-60-5-10-UC-30.cnf,899.52,899.46,899.4699999999999,899.4200000000001,899.47,899.46,899.5500000000001
BayesianNetwork/DQMR/qmr-60/or-60-5-10-UC-40.cnf,844.68,844.76,844.5799999999999,844.71,844.6999999999999,844.59,844.65
BayesianNetwork/DQMR/qmr-60/or-60-5-1.cnf,917.83,918.0400000000001,918.2299999999999,918.26,917.66,958.26,956.74
BayesianNetwork/DQMR/qmr-60/or-60-5-1-UC-10.cnf,879.05,879.23,879.19,879.23,879.2199999999999,879.3100000000001,879.2299999999999
BayesianNetwork/DQMR/qmr-60/or-60-5-1-UC-20.cnf,875.94,875.95,875.9300000000001,875.96,875.98,875.9,875.9599999999999
BayesianNetwork/DQMR/qmr-60/or-60-5-1-UC-30.cnf,872.6899999999999,872.8,872.69,872.74,872.86,872.76,872.7900000000001
BayesianNetwork/DQMR/qmr-60/or-60-5-1-UC-40.cnf,802.12,802.2,802.14,802.1700000000001,802.0899999999999,802.17,802.13
BayesianNetwork/DQMR/qmr-60/or-60-5-2.cnf,912.38,913.2199999999999,912.39,912.93,912.49,924.45,923.6899999999999
BayesianNetwork/DQMR/qmr-60/or-60-5-2-UC-10.cnf,899.63,899.71,899.72,899.8199999999999,899.74,899.76,899.8000000000001
BayesianNetwork/DQMR/qmr-60/or-60-5-2-UC-20.cnf,899.46,899.48,899.56,899.56,899.5799999999999,899.96,899.47
BayesianNetwork/DQMR/qmr-60/or-60-5-2-UC-30.cnf,875.64,875.5,875.5300000000001,875.5699999999999,875.4300000000001,875.54,875.64
BayesianNetwork/DQMR/qmr-60/or-60-5-2-UC-40.cnf,866.0500000000001,866.1700000000001,865.97,866.16,866.24,866.13,866.21
BayesianNetwork/DQMR/qmr-60/or-60-5-3.cnf,911.3399999999999,911.34,911.31,911.48,911.95,933.97,933.27
BayesianNetwork/DQMR/qmr-60/or-60-5-3-UC-10.cnf,903.22,903.37,903.54,903.25,903.26,909.03,909.25
BayesianNetwork/DQMR/qmr-60/or-60-5-3-UC-20.cnf,899.71,899.7700000000001,899.74,899.7099999999999,899.75,899.6500000000001,899.74
BayesianNetwork/DQMR/qmr-60/or-60-5-3-UC-30.cnf,899.32,899.2800000000001,899.3100000000001,899.37,899.3,899.3000000000001,899.3199999999999
BayesianNetwork/DQMR/qmr-60/or-60-5-3-UC-40.cnf,899.14,899.39,899.24,899.27,899.2,899.24,899.42
BayesianNetwork/DQMR/qmr-60/or-60-5-4.cnf,904.58,904.89,904.8199999999999,904.53,904.4000000000001,913.5699999999999,913.12
BayesianNetwork/DQMR/qmr-60/or-60-5-4-UC-10.cnf,899.45,899.62,899.5899999999999,899.55,899.62,899.54,899.62
BayesianNetwork/DQMR/qmr-60/or-60-5-4-UC-20.cnf,899.3000000000001,899.42,899.39,899.22,899.44,899.45,899.4200000000001
BayesianNetwork/DQMR/qmr-60/or-60-5-4-UC-30.cnf,786.77,786.64,786.44,786.7,786.67,786.88,786.7199999999999
BayesianNetwork/DQMR/qmr-60/or-60-5-4-UC-40.cnf,755.3199999999999,755.17,755.53,755.32,755.23,754.5500000000001,755.3000000000001
BayesianNetwork/DQMR/qmr-60/or-60-5-5.cnf,907.3,907.2800000000001,907.1,907.2299999999999,907.04,937.21,937.11
BayesianNetwork/DQMR/qmr-60/or-60-5-5-UC-10.cnf,899.71,899.6700000000001,899.75,899.73,899.66,899.8299999999999,899.71
BayesianNetwork/DQMR/qmr-60/or-60-5-5-UC-20.cnf,845.78,845.74,845.6899999999999,845.79,845.81,845.84,845.6999999999999
BayesianNetwork/DQMR/qmr-60/or-60-5-5-UC-30.cnf,841.47,841.42,841.37,841.6,841.39,841.4699999999999,841.44
BayesianNetwork/DQMR/qmr-60/or-60-5-5-UC-40.cnf,693.59,693.7099999999999,693.65,693.8299999999999,693.8399999999999,694.3,693.77
BayesianNetwork/DQMR/qmr-60/or-60-5-6.cnf,945.9200000000001,946.09,947.09,947.8599999999999,947.39,992.51,990.4100000000001
BayesianNetwork/DQMR/qmr-60/or-60-5-6-UC-10.cnf,899.75,899.8100000000001,899.88,899.77,899.77,899.94,899.84
BayesianNetwork/DQMR/qmr-60/or-60-5-6-UC-20.cnf,899.25,899.46,899.34,899.51,899.51,899.48,899.4000000000001
BayesianNetwork/DQMR/qmr-60/or-60-5-6-UC-30.cnf,821.0300000000001,821.0699999999999,821.0,820.97,821.05,821.05,821.1999999999999
BayesianNetwork/DQMR/qmr-60/or-60-5-6-UC-40.cnf,693.8,693.67,693.74,693.59,693.6899999999999,693.74,693.7099999999999
BayesianNetwork/DQMR/qmr-60/or-60-5-7.cnf,906.47,906.6999999999999,906.77,906.8199999999999,906.42,1040.6,952.1899999999999
BayesianNetwork/DQMR/qmr-60/or-60-5-7-UC-10.cnf,899.62,899.63,899.67,899.66,899.66,899.71,899.6500000000001
BayesianNetwork/DQMR/qmr-60/or-60-5-7-UC-20.cnf,899.53,899.61,899.61,899.58,899.6999999999999,899.7099999999999,899.57
BayesianNetwork/DQMR/qmr-60/or-60-5-7-UC-30.cnf,869.54,869.59,869.63,869.5600000000001,869.5,869.5600000000001,869.6
BayesianNetwork/DQMR/qmr-60/or-60-5-7-UC-40.cnf,899.56,899.45,899.5,899.44,899.52,899.47,899.58
BayesianNetwork/DQMR/qmr-60/or-60-5-8.cnf,916.71,916.36,916.3,916.89,915.94,943.0200000000001,942.24
BayesianNetwork/DQMR/qmr-60/or-60-5-8-UC-10.cnf,900.4100000000001,900.49,900.5300000000001,900.63,900.4799999999999,900.89,900.9399999999999
BayesianNetwork/DQMR/qmr-60/or-60-5-8-UC-20.cnf,899.55,899.4,899.41,899.47,899.53,899.5999999999999,899.5500000000001
BayesianNetwork/DQMR/qmr-60/or-60-5-8-UC-30.cnf,899.44,899.49,899.43,899.52,899.48,899.48,899.51
BayesianNetwork/DQMR/qmr-60/or-60-5-8-UC-40.cnf,899.34,899.38,899.45,899.2099999999999,899.49,899.5400000000001,899.47
BayesianNetwork/DQMR/qmr-60/or-60-5-9.cnf,908.74,909.3000000000001,908.75,909.53,909.1400000000001,921.4,922.5600000000001
BayesianNetwork/DQMR/qmr-60/or-60-5-9-UC-10.cnf,899.78,899.72,899.54,899.7,899.77,899.62,899.6800000000001
BayesianNetwork/DQMR/qmr-60/or-60-5-9-UC-20.cnf,872.74,872.61,872.6899999999999,872.73,872.58,872.78,872.76
BayesianNetwork/DQMR/qmr-60/or-60-5-9-UC-30.cnf,899.29,899.41,899.4599999999999,899.4399999999999,899.37,899.4799999999999,899.5
BayesianNetwork/DQMR/qmr-60/or-60-5-9-UC-40.cnf,837.1899999999999,837.22,837.23,837.25,837.33,837.35,837.12
BayesianNetwork/DQMR/qmr-70/or-70-10-10.cnf,1082.55,1082.42,1083.28,1097.14,1076.83,1399.6399999999999,1379.99
BayesianNetwork/DQMR/qmr-70/or-70-10-10-UC-10.cnf,901.36,901.41,901.46,901.42,901.45,903.0500000000001,902.98
BayesianNetwork/DQMR/qmr-70/or-70-10-10-UC-20.cnf,861.33,861.42,861.4200000000001,861.4499999999999,861.35,861.4,861.1899999999999
BayesianNetwork/DQMR/qmr-70/or-70-10-10-UC-30.cnf,847.2,847.3,847.23,847.35,847.38,847.37,847.44
BayesianNetwork/DQMR/qmr-70/or-70-10-10-UC-40.cnf,804.79,804.65,804.71,804.6500000000001,804.78,804.73,804.68
BayesianNetwork/DQMR/qmr-70/or-70-10-1.cnf,936.4499999999999,937.0699999999999,936.61,936.68,936.39,1039.84,1030.59
BayesianNetwork/DQMR/qmr-70/or-70-10-1-UC-10.cnf,899.5600000000001,899.81,899.66,899.75,899.79,899.76,899.82
BayesianNetwork/DQMR/qmr-70/or-70-10-1-UC-20.cnf,838.2600000000001,838.2700000000001,838.25,838.28,838.21,838.33,838.26
BayesianNetwork/DQMR/qmr-70/or-70-10-1-UC-30.cnf,828.5500000000001,828.49,828.4200000000001,828.5799999999999,828.5,828.55,828.53
BayesianNetwork/DQMR/qmr-70/or-70-10-1-UC-40.cnf,754.2299999999999,754.38,754.47,754.27,754.4499999999999,754.4300000000001,754.36
BayesianNetwork/DQMR/qmr-70/or-70-10-2.cnf,951.35,951.86,951.9100000000001,951.09,951.47,1083.8200000000002,1075.14
BayesianNetwork/DQMR/qmr-70/or-70-10-2-UC-10.cnf,904.71,904.8199999999999,904.86,904.6800000000001,904.76,913.2099999999999,912.86
BayesianNetwork/DQMR/qmr-70/or-70-10-2-UC-20.cnf,882.5,882.5,882.53,882.56,882.5699999999999,882.59,882.57
BayesianNetwork/DQMR/qmr-70/or-70-10-2-UC-30.cnf,878.72,878.6999999999999,878.57,878.7299999999999,878.71,878.61,878.57
BayesianNetwork/DQMR/qmr-70/or-70-10-2-UC-40.cnf,831.64,831.39,831.53,831.5799999999999,831.5699999999999,831.5,831.61
BayesianNetwork/DQMR/qmr-70/or-70-10-3.cnf,1037.46,1036.51,1036.9399999999998,1036.02,1034.61,1292.14,1281.4
BayesianNetwork/DQMR/qmr-70/or-70-10-3-UC-10.cnf,899.76,899.8199999999999,899.74,899.83,899.77,899.78,899.86
BayesianNetwork/DQMR/qmr-70/or-70-10-3-UC-20.cnf,899.56,899.57,899.65,899.95,899.57,899.67,899.6300000000001
BayesianNetwork/DQMR/qmr-70/or-70-10-3-UC-30.cnf,899.35,899.3399999999999,899.44,899.41,899.31,899.34,899.3100000000001
BayesianNetwork/DQMR/qmr-70/or-70-10-3-UC-40.cnf,730.3199999999999,730.64,730.47,730.39,730.54,730.5,730.54
BayesianNetwork/DQMR/qmr-70/or-70-10-4.cnf,943.4,943.62,944.0799999999999,944.9200000000001,942.99,991.33,988.52
BayesianNetwork/DQMR/qmr-70/or-70-10-4-UC-10.cnf,903.7,903.25,909.1899999999999,903.32,903.12,906.88,906.82
BayesianNetwork/DQMR/qmr-70/or-70-10-4-UC-20.cnf,900.37,900.56,900.3100000000001,900.51,900.49,901.2,901.1800000000001
BayesianNetwork/DQMR/qmr-70/or-70-10-4-UC-30.cnf,899.82,899.93,899.86,899.82,899.8,899.9899999999999,899.88
BayesianNetwork/DQMR/qmr-70/or-70-10-4-UC-40.cnf,877.24,876.85,876.72,876.87,876.76,876.89,876.8100000000001
BayesianNetwork/DQMR/qmr-70/or-70-10-5.cnf,1030.89,1031.5500000000002,1031.25,1030.25,1025.8,1447.1299999999999,1441.18
BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-10.cnf,902.33,902.8100000000001,902.2099999999999,902.25,902.3499999999999,903.55,903.5200000000001
BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-20.cnf,880.78,880.9100000000001,880.8499999999999,880.83,880.82,880.9399999999999,880.84
BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-30.cnf,872.61,872.26,872.34,872.35,872.3,872.3299999999999,872.28
BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-40.cnf,815.68,815.77,815.53,815.8199999999999,815.66,815.59,815.78
BayesianNetwork/DQMR/qmr-70/or-70-10-6.cnf,977.86,977.92,976.45,974.5799999999999,972.95,1397.65,1396.3300000000002
BayesianNetwork/DQMR/qmr-70/or-70-10-6-UC-10.cnf,900.28,900.23,900.2800000000001,900.31,900.23,901.4100000000001,901.53
BayesianNetwork/DQMR/qmr-70/or-70-10-6-UC-20.cnf,899.55,899.6700000000001,899.57,899.64,899.65,899.64,899.69
BayesianNetwork/DQMR/qmr-70/or-70-10-6-UC-30.cnf,839.64,839.72,839.5,839.67,839.59,839.59,839.5
BayesianNetwork/DQMR/qmr-70/or-70-10-6-UC-40.cnf,770.6600000000001,770.63,770.6700000000001,770.54,770.6600000000001,770.48,770.73
BayesianNetwork/DQMR/qmr-70/or-70-10-7.cnf,1136.64,1137.47,1139.39,1136.45,1137.1799999999998,1820.23,1778.97
BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf,903.45,903.4899999999999,903.39,903.54,903.46,905.4100000000001,905.26
BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-20.cnf,899.57,899.87,899.8,899.81,899.82,899.99,899.98
BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-30.cnf,899.55,899.65,899.47,899.58,899.64,899.9499999999999,899.6
BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-40.cnf,899.5,899.44,899.42,899.4300000000001,899.64,899.41,899.58
BayesianNetwork/DQMR/qmr-70/or-70-10-8.cnf,978.79,977.26,978.03,978.4300000000001,976.04,1284.3,1276.55
BayesianNetwork/DQMR/qmr-70/or-70-10-8-UC-10.cnf,899.65,899.7299999999999,899.8,899.81,899.76,899.96,899.93
BayesianNetwork/DQMR/qmr-70/or-70-10-8-UC-20.cnf,899.43,899.58,899.49,899.62,899.5600000000001,899.49,899.57
BayesianNetwork/DQMR/qmr-70/or-70-10-8-UC-30.cnf,857.5400000000001,857.65,857.36,857.57,857.6,857.68,857.5
BayesianNetwork/DQMR/qmr-70/or-70-10-8-UC-40.cnf,842.7700000000001,843.2,843.09,843.18,842.97,842.66,843.15
BayesianNetwork/DQMR/qmr-70/or-70-10-9.cnf,1000.33,1001.15,1000.0,991.99,995.7800000000001,1212.27,1203.04
BayesianNetwork/DQMR/qmr-70/or-70-10-9-UC-10.cnf,899.59,899.74,899.6,899.71,899.7299999999999,899.72,899.5899999999999
BayesianNetwork/DQMR/qmr-70/or-70-10-9-UC-20.cnf,899.63,899.46,899.65,899.6,899.61,899.62,899.6600000000001
BayesianNetwork/DQMR/qmr-70/or-70-10-9-UC-30.cnf,899.54,899.68,899.4799999999999,899.49,899.58,899.56,899.62
BayesianNetwork/DQMR/qmr-70/or-70-10-9-UC-40.cnf,867.42,867.38,867.3199999999999,867.31,867.3199999999999,867.45,867.37
BayesianNetwork/DQMR/qmr-70/or-70-20-10.cnf,996.66,996.39,996.35,996.35,993.62,1265.8300000000002,1242.8
BayesianNetwork/DQMR/qmr-70/or-70-20-10-UC-10.cnf,902.6,902.47,902.4499999999999,902.42,902.38,904.38,904.2900000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-10-UC-20.cnf,913.34,913.25,913.81,913.11,913.13,928.4300000000001,927.68
BayesianNetwork/DQMR/qmr-70/or-70-20-10-UC-30.cnf,900.12,900.27,900.1999999999999,900.25,900.09,900.39,900.4300000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-10-UC-40.cnf,899.51,899.63,899.5600000000001,899.6,899.6600000000001,899.66,899.6999999999999
BayesianNetwork/DQMR/qmr-70/or-70-20-1.cnf,1127.75,1126.62,1125.0500000000002,1126.53,1135.1200000000001,1470.41,1456.8500000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-1-UC-10.cnf,900.0200000000001,900.19,900.0400000000001,900.18,900.1,900.48,900.42
BayesianNetwork/DQMR/qmr-70/or-70-20-1-UC-20.cnf,899.57,899.76,899.75,899.75,899.6800000000001,899.73,899.79
BayesianNetwork/DQMR/qmr-70/or-70-20-1-UC-30.cnf,899.65,899.74,899.55,899.68,899.67,899.68,899.81
BayesianNetwork/DQMR/qmr-70/or-70-20-1-UC-40.cnf,875.15,875.25,875.08,875.18,875.33,875.2299999999999,875.2900000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-2.cnf,1028.27,1030.69,1027.82,1023.15,1024.65,1194.41,1193.35
BayesianNetwork/DQMR/qmr-70/or-70-20-2-UC-10.cnf,901.09,901.2900000000001,901.0699999999999,901.14,901.03,901.44,901.47
BayesianNetwork/DQMR/qmr-70/or-70-20-2-UC-20.cnf,899.86,899.86,899.65,899.82,899.8100000000001,899.89,899.9399999999999
BayesianNetwork/DQMR/qmr-70/or-70-20-2-UC-30.cnf,899.71,899.72,899.76,899.81,899.67,899.87,899.8399999999999
BayesianNetwork/DQMR/qmr-70/or-70-20-2-UC-40.cnf,899.61,899.52,899.45,899.58,899.5699999999999,899.54,899.5699999999999
BayesianNetwork/DQMR/qmr-70/or-70-20-3.cnf,1167.77,1170.17,1171.98,1150.4199999999998,1154.7,2052.49,2052.1
BayesianNetwork/DQMR/qmr-70/or-70-20-3-UC-10.cnf,933.39,933.0,932.99,933.38,932.56,1044.8200000000002,1042.37
BayesianNetwork/DQMR/qmr-70/or-70-20-3-UC-20.cnf,900.37,900.59,900.56,900.56,900.5,900.9499999999999,900.93
BayesianNetwork/DQMR/qmr-70/or-70-20-3-UC-30.cnf,899.91,899.97,899.96,899.97,900.04,900.26,900.14
BayesianNetwork/DQMR/qmr-70/or-70-20-3-UC-40.cnf,899.5699999999999,899.63,899.5200000000001,899.6700000000001,899.6500000000001,899.58,899.58
BayesianNetwork/DQMR/qmr-70/or-70-20-4.cnf,1487.23,1491.1000000000001,1489.9099999999999,1311.69,1310.6,2488.9700000000003,2464.0699999999997
BayesianNetwork/DQMR/qmr-70/or-70-20-4-UC-10.cnf,914.65,913.9399999999999,914.22,914.16,913.77,940.0300000000001,939.08
BayesianNetwork/DQMR/qmr-70/or-70-20-4-UC-20.cnf,903.2600000000001,903.13,903.21,903.25,903.29,904.83,904.98
BayesianNetwork/DQMR/qmr-70/or-70-20-4-UC-30.cnf,899.51,899.61,899.37,899.5799999999999,899.53,899.61,899.63
BayesianNetwork/DQMR/qmr-70/or-70-20-4-UC-40.cnf,899.5400000000001,899.49,899.48,899.48,899.5799999999999,899.5,899.5999999999999
BayesianNetwork/DQMR/qmr-70/or-70-20-5.cnf,929.6300000000001,929.77,931.89,930.74,929.78,949.75,947.68
BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-10.cnf,906.23,906.25,906.2099999999999,906.09,905.94,909.19,909.1999999999999
BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-20.cnf,900.72,900.8299999999999,900.8100000000001,900.72,900.51,901.03,900.98
BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-30.cnf,899.7800000000001,899.76,899.69,899.7299999999999,899.77,899.94,899.98
BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-40.cnf,899.57,899.5999999999999,899.4499999999999,899.69,899.62,899.65,899.73
BayesianNetwork/DQMR/qmr-70/or-70-20-6.cnf,984.78,984.15,985.29,984.81,981.08,1307.1599999999999,1298.05
BayesianNetwork/DQMR/qmr-70/or-70-20-6-UC-10.cnf,903.15,903.2299999999999,902.9899999999999,903.21,903.07,910.26,909.92
BayesianNetwork/DQMR/qmr-70/or-70-20-6-UC-20.cnf,899.62,899.7199999999999,899.6899999999999,899.71,899.71,899.71,899.6899999999999
BayesianNetwork/DQMR/qmr-70/or-70-20-6-UC-30.cnf,871.32,871.36,871.3100000000001,871.42,871.43,871.32,871.41
BayesianNetwork/DQMR/qmr-70/or-70-20-6-UC-40.cnf,869.74,869.9200000000001,869.5200000000001,869.83,869.97,869.5,870.01
BayesianNetwork/DQMR/qmr-70/or-70-20-7.cnf,1000.3299999999999,1000.06,1001.84,999.9599999999999,999.4,1431.98,1424.7
BayesianNetwork/DQMR/qmr-70/or-70-20-7-UC-10.cnf,901.9599999999999,901.98,902.24,902.13,901.9300000000001,902.84,902.74
BayesianNetwork/DQMR/qmr-70/or-70-20-7-UC-20.cnf,899.92,900.02,899.99,899.9100000000001,899.89,900.37,900.39
BayesianNetwork/DQMR/qmr-70/or-70-20-7-UC-30.cnf,899.49,899.62,899.61,899.5,899.66,899.46,899.66
BayesianNetwork/DQMR/qmr-70/or-70-20-7-UC-40.cnf,899.39,899.5600000000001,899.49,899.64,899.5,899.6300000000001,899.54
BayesianNetwork/DQMR/qmr-70/or-70-20-8.cnf,994.03,992.0,991.3800000000001,993.14,990.64,1330.6,1324.48
BayesianNetwork/DQMR/qmr-70/or-70-20-8-UC-10.cnf,925.3,923.62,923.29,924.13,922.43,947.93,947.3000000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-8-UC-20.cnf,909.1899999999999,908.8,908.76,908.95,908.69,919.3,918.3199999999999
BayesianNetwork/DQMR/qmr-70/or-70-20-8-UC-30.cnf,899.8199999999999,899.8,899.64,899.78,899.8299999999999,899.8199999999999,899.79
BayesianNetwork/DQMR/qmr-70/or-70-20-8-UC-40.cnf,899.6,899.69,899.5,899.68,899.62,899.6899999999999,899.5500000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-9.cnf,1016.4499999999999,1019.75,1018.97,1018.4599999999999,1014.52,1373.95,1360.95
BayesianNetwork/DQMR/qmr-70/or-70-20-9-UC-10.cnf,899.54,899.59,899.6800000000001,899.68,899.63,899.49,899.68
BayesianNetwork/DQMR/qmr-70/or-70-20-9-UC-20.cnf,899.5999999999999,899.49,899.5799999999999,899.66,899.61,899.62,899.6400000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-9-UC-30.cnf,899.4300000000001,899.39,899.48,899.51,899.56,899.9300000000001,899.57
BayesianNetwork/DQMR/qmr-70/or-70-20-9-UC-40.cnf,899.45,899.56,899.45,899.6,899.5500000000001,899.41,899.66
