instance,sharpsat_tw_5,sharpsat_tw_60,sharpsat_tw_900,sharpsat_tw_1800
BayesianNetwork/DQMR/qmr-70/or-70-10-10-UC-30.cnf,4.7700000000000005,56.55,847.35,1694.49
BayesianNetwork/DQMR/qmr-70/or-70-10-10-UC-40.cnf,4.51,53.69,804.6500000000001,1609.1799999999998
BayesianNetwork/DQMR/qmr-70/or-70-10-1.cnf,41.44,96.6,936.68,1836.26
BayesianNetwork/DQMR/qmr-70/or-70-10-1-UC-10.cnf,5.16,60.1,899.75,1799.41
BayesianNetwork/DQMR/qmr-70/or-70-10-1-UC-20.cnf,4.7,55.94,838.28,1676.47
BayesianNetwork/DQMR/qmr-70/or-70-10-1-UC-30.cnf,4.64,55.27,828.5799999999999,1656.62
BayesianNetwork/DQMR/qmr-70/or-70-10-1-UC-40.cnf,4.2299999999999995,50.330000000000005,754.27,1508.5
BayesianNetwork/DQMR/qmr-70/or-70-10-2.cnf,57.07,112.55,951.09,1851.7700000000002
BayesianNetwork/DQMR/qmr-70/or-70-10-2-UC-10.cnf,10.120000000000001,65.08,904.6800000000001,1804.44
BayesianNetwork/DQMR/qmr-70/or-70-10-2-UC-20.cnf,4.99,58.92,882.56,1764.88
BayesianNetwork/DQMR/qmr-70/or-70-10-2-UC-30.cnf,4.95,58.64,878.7299999999999,1757.1799999999998
BayesianNetwork/DQMR/qmr-70/or-70-10-2-UC-40.cnf,4.71,55.53,831.5799999999999,1662.1499999999999
BayesianNetwork/DQMR/qmr-70/or-70-10-3.cnf,143.94,197.04,1036.02,1936.48
BayesianNetwork/DQMR/qmr-70/or-70-10-3-UC-10.cnf,5.25,60.220000000000006,899.83,1799.22
BayesianNetwork/DQMR/qmr-70/or-70-10-3-UC-20.cnf,5.069999999999999,60.06,899.95,1798.97
BayesianNetwork/DQMR/qmr-70/or-70-10-3-UC-30.cnf,5.08,60.05,899.41,1798.68
BayesianNetwork/DQMR/qmr-70/or-70-10-3-UC-40.cnf,4.140000000000001,48.78,730.39,1460.83
BayesianNetwork/DQMR/qmr-70/or-70-10-4.cnf,49.330000000000005,104.52,944.9200000000001,1843.3600000000001
BayesianNetwork/DQMR/qmr-70/or-70-10-4-UC-10.cnf,8.47,63.66,903.32,1803.05
BayesianNetwork/DQMR/qmr-70/or-70-10-4-UC-20.cnf,5.86,60.82,900.51,1800.0
BayesianNetwork/DQMR/qmr-70/or-70-10-4-UC-30.cnf,5.28,60.27,899.82,1799.42
BayesianNetwork/DQMR/qmr-70/or-70-10-4-UC-40.cnf,4.91,58.5,876.87,1753.6299999999999
BayesianNetwork/DQMR/qmr-70/or-70-10-5.cnf,134.39,194.09,1030.25,1928.02
BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-10.cnf,7.54,62.66,902.25,1801.89
BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-20.cnf,4.95,58.78,880.83,1761.78
BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-30.cnf,4.89,58.199999999999996,872.35,1744.56
BayesianNetwork/DQMR/qmr-70/or-70-10-5-UC-40.cnf,4.58,54.44,815.8199999999999,1631.67
BayesianNetwork/DQMR/qmr-70/or-70-10-6.cnf,76.67999999999999,132.67999999999998,974.5799999999999,1872.1
BayesianNetwork/DQMR/qmr-70/or-70-10-6-UC-10.cnf,5.529999999999999,60.65,900.31,1799.8999999999999
BayesianNetwork/DQMR/qmr-70/or-70-10-6-UC-20.cnf,5.07,60.050000000000004,899.64,1799.01
BayesianNetwork/DQMR/qmr-70/or-70-10-6-UC-30.cnf,4.7,56.02,839.67,1678.8
BayesianNetwork/DQMR/qmr-70/or-70-10-6-UC-40.cnf,4.38,51.46,770.54,1540.47
BayesianNetwork/DQMR/qmr-70/or-70-10-7.cnf,244.57,297.28000000000003,1136.45,2036.34
BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-10.cnf,8.840000000000002,64.06,903.54,1803.11
BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-20.cnf,5.1499999999999995,60.160000000000004,899.81,1799.3
BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-30.cnf,5.04,60.03,899.58,1799.1599999999999
BayesianNetwork/DQMR/qmr-70/or-70-10-7-UC-40.cnf,5.04,60.01,899.4300000000001,1798.4
BayesianNetwork/DQMR/qmr-70/or-70-10-8.cnf,83.22,137.92,978.4300000000001,1876.6699999999998
BayesianNetwork/DQMR/qmr-70/or-70-10-8-UC-10.cnf,5.140000000000001,60.15,899.81,1799.32
BayesianNetwork/DQMR/qmr-70/or-70-10-8-UC-20.cnf,5.0600000000000005,60.03,899.62,1798.6299999999999
BayesianNetwork/DQMR/qmr-70/or-70-10-8-UC-30.cnf,4.800000000000001,57.22,857.57,1714.5500000000002
BayesianNetwork/DQMR/qmr-70/or-70-10-8-UC-40.cnf,4.71,56.25,843.18,1686.04
BayesianNetwork/DQMR/qmr-70/or-70-10-9.cnf,96.08,150.61,991.99,1889.96
BayesianNetwork/DQMR/qmr-70/or-70-10-9-UC-10.cnf,5.14,60.11,899.71,1799.31
BayesianNetwork/DQMR/qmr-70/or-70-10-9-UC-20.cnf,5.05,60.0,899.6,1799.24
BayesianNetwork/DQMR/qmr-70/or-70-10-9-UC-30.cnf,5.0600000000000005,60.03,899.49,1799.06
BayesianNetwork/DQMR/qmr-70/or-70-10-9-UC-40.cnf,4.88,57.88,867.31,1734.69
BayesianNetwork/DQMR/qmr-70/or-70-20-10.cnf,103.03,156.65,996.35,1895.2
BayesianNetwork/DQMR/qmr-70/or-70-20-10-UC-10.cnf,7.87,62.769999999999996,902.42,1802.05
BayesianNetwork/DQMR/qmr-70/or-70-20-10-UC-20.cnf,18.75,73.68,913.11,1812.6699999999998
BayesianNetwork/DQMR/qmr-70/or-70-20-10-UC-30.cnf,5.53,60.64,900.25,1799.75
BayesianNetwork/DQMR/qmr-70/or-70-20-10-UC-40.cnf,5.05,60.04,899.6,1799.07
BayesianNetwork/DQMR/qmr-70/or-70-20-1.cnf,231.47,290.96999999999997,1126.53,2026.4399999999998
BayesianNetwork/DQMR/qmr-70/or-70-20-1-UC-10.cnf,5.47,60.57,900.18,1799.7299999999998
BayesianNetwork/DQMR/qmr-70/or-70-20-1-UC-20.cnf,5.12,60.11,899.75,1799.2600000000002
BayesianNetwork/DQMR/qmr-70/or-70-20-1-UC-30.cnf,5.069999999999999,60.07,899.68,1799.3200000000002
BayesianNetwork/DQMR/qmr-70/or-70-20-1-UC-40.cnf,4.92,58.4,875.18,1750.52
BayesianNetwork/DQMR/qmr-70/or-70-20-2.cnf,129.3,188.09,1023.15,1921.68
BayesianNetwork/DQMR/qmr-70/or-70-20-2-UC-10.cnf,6.62,61.51,901.14,1800.8600000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-2-UC-20.cnf,5.25,60.23,899.82,1799.46
BayesianNetwork/DQMR/qmr-70/or-70-20-2-UC-30.cnf,5.13,60.12,899.81,1799.25
BayesianNetwork/DQMR/qmr-70/or-70-20-2-UC-40.cnf,5.04,60.02,899.58,1799.1499999999999
BayesianNetwork/DQMR/qmr-70/or-70-20-3.cnf,256.14,306.19,1150.4199999999998,2048.96
BayesianNetwork/DQMR/qmr-70/or-70-20-3-UC-10.cnf,38.309999999999995,93.2,933.38,1832.76
BayesianNetwork/DQMR/qmr-70/or-70-20-3-UC-20.cnf,5.91,60.910000000000004,900.56,1800.1200000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-3-UC-30.cnf,5.319999999999999,60.36,899.97,1799.5400000000002
BayesianNetwork/DQMR/qmr-70/or-70-20-3-UC-40.cnf,5.04,60.03,899.6700000000001,1799.28
BayesianNetwork/DQMR/qmr-70/or-70-20-4.cnf,426.88,475.31,1311.69,2211.5899999999997
BayesianNetwork/DQMR/qmr-70/or-70-20-4-UC-10.cnf,19.8,74.44,914.16,1814.17
BayesianNetwork/DQMR/qmr-70/or-70-20-4-UC-20.cnf,8.4,63.51,903.25,1802.99
BayesianNetwork/DQMR/qmr-70/or-70-20-4-UC-30.cnf,5.04,60.01,899.5799999999999,1798.8500000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-4-UC-40.cnf,5.06,60.029999999999994,899.48,1798.9
BayesianNetwork/DQMR/qmr-70/or-70-20-5.cnf,33.690000000000005,88.98,930.74,1828.71
BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-10.cnf,11.77,66.59,906.09,1806.3
BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-20.cnf,5.92,61.1,900.72,1800.34
BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-30.cnf,5.1899999999999995,60.160000000000004,899.7299999999999,1799.13
BayesianNetwork/DQMR/qmr-70/or-70-20-5-UC-40.cnf,5.029999999999999,60.019999999999996,899.69,1799.13
BayesianNetwork/DQMR/qmr-70/or-70-20-6.cnf,90.59,148.81,984.81,1884.64
BayesianNetwork/DQMR/qmr-70/or-70-20-6-UC-10.cnf,8.27,63.46,903.21,1802.86
BayesianNetwork/DQMR/qmr-70/or-70-20-6-UC-20.cnf,5.08,60.05,899.71,1799.2099999999998
BayesianNetwork/DQMR/qmr-70/or-70-20-6-UC-30.cnf,4.8999999999999995,58.16,871.42,1742.5400000000002
BayesianNetwork/DQMR/qmr-70/or-70-20-6-UC-40.cnf,4.890000000000001,58.05,869.83,1739.5900000000001
BayesianNetwork/DQMR/qmr-70/or-70-20-7.cnf,108.67,160.56,999.9599999999999,1900.0
BayesianNetwork/DQMR/qmr-70/or-70-20-7-UC-10.cnf,7.22,62.32,902.13,1801.6999999999998
BayesianNetwork/DQMR/qmr-70/or-70-20-7-UC-20.cnf,5.3,60.36,899.9100000000001,1799.58
BayesianNetwork/DQMR/qmr-70/or-70-20-7-UC-30.cnf,5.050000000000001,60.04,899.5,1799.21
BayesianNetwork/DQMR/qmr-70/or-70-20-7-UC-40.cnf,5.05,60.02,899.64,1798.96
BayesianNetwork/DQMR/qmr-70/or-70-20-8.cnf,97.8,152.39,993.14,1892.18
BayesianNetwork/DQMR/qmr-70/or-70-20-8-UC-10.cnf,28.43,83.43,924.13,1822.8200000000002
BayesianNetwork/DQMR/qmr-70/or-70-20-8-UC-20.cnf,14.120000000000001,69.33,908.95,1808.41
BayesianNetwork/DQMR/qmr-70/or-70-20-8-UC-30.cnf,5.17,60.15,899.78,1799.52
BayesianNetwork/DQMR/qmr-70/or-70-20-8-UC-40.cnf,5.05,60.04,899.68,1799.2800000000002
BayesianNetwork/DQMR/qmr-70/or-70-20-9.cnf,122.42,178.53,1018.4599999999999,1919.09
BayesianNetwork/DQMR/qmr-70/or-70-20-9-UC-10.cnf,5.07,60.03,899.68,1799.5
BayesianNetwork/DQMR/qmr-70/or-70-20-9-UC-20.cnf,5.05,60.019999999999996,899.66,1799.04
BayesianNetwork/DQMR/qmr-70/or-70-20-9-UC-30.cnf,5.029999999999999,60.01,899.51,1798.82
BayesianNetwork/DQMR/qmr-70/or-70-20-9-UC-40.cnf,5.029999999999999,60.02,899.6,1798.65
BayesianNetwork/DQMR/qmr-70/or-70-5-10.cnf,121.12,176.5,1017.74,1915.3200000000002
BayesianNetwork/DQMR/qmr-70/or-70-5-10-UC-10.cnf,5.3100000000000005,60.36,900.0200000000001,1799.6200000000001
BayesianNetwork/DQMR/qmr-70/or-70-5-10-UC-20.cnf,5.04,60.02,899.53,1799.1
BayesianNetwork/DQMR/qmr-70/or-70-5-10-UC-30.cnf,5.0600000000000005,60.04,899.34,1798.95
BayesianNetwork/DQMR/qmr-70/or-70-5-10-UC-40.cnf,5.03,60.02,899.49,1798.63
BayesianNetwork/DQMR/qmr-70/or-70-5-1.cnf,46.19,100.79,939.78,1841.75
BayesianNetwork/DQMR/qmr-70/or-70-5-1-UC-10.cnf,5.42,60.400000000000006,900.1,1799.47
BayesianNetwork/DQMR/qmr-70/or-70-5-1-UC-20.cnf,5.04,60.02,899.4,1798.6399999999999
BayesianNetwork/DQMR/qmr-70/or-70-5-1-UC-30.cnf,4.47,52.96,793.27,1586.68
BayesianNetwork/DQMR/qmr-70/or-70-5-1-UC-40.cnf,4.32,51.14,766.0799999999999,1530.7
BayesianNetwork/DQMR/qmr-70/or-70-5-2.cnf,73.04,127.77,966.63,1866.71
BayesianNetwork/DQMR/qmr-70/or-70-5-2-UC-10.cnf,5.38,60.440000000000005,900.1500000000001,1799.3799999999999
BayesianNetwork/DQMR/qmr-70/or-70-5-2-UC-20.cnf,4.95,58.81,880.9100000000001,1761.82
BayesianNetwork/DQMR/qmr-70/or-70-5-2-UC-30.cnf,4.859999999999999,57.95,868.46,1736.6399999999999
BayesianNetwork/DQMR/qmr-70/or-70-5-2-UC-40.cnf,4.8100000000000005,57.03,854.3499999999999,1708.47
BayesianNetwork/DQMR/qmr-70/or-70-5-3.cnf,238.17,230.87,1072.06,1977.5500000000002
BayesianNetwork/DQMR/qmr-70/or-70-5-3-UC-10.cnf,5.04,60.03,899.72,1798.96
BayesianNetwork/DQMR/qmr-70/or-70-5-3-UC-20.cnf,5.1,60.059999999999995,899.51,1798.09
BayesianNetwork/DQMR/qmr-70/or-70-5-3-UC-30.cnf,4.88,58.14,871.36,1742.76
BayesianNetwork/DQMR/qmr-70/or-70-5-3-UC-40.cnf,4.84,57.709999999999994,864.3,1729.31
BayesianNetwork/DQMR/qmr-70/or-70-5-4.cnf,136.94,192.07999999999998,1039.3799999999999,1931.6999999999998
BayesianNetwork/DQMR/qmr-70/or-70-5-4-UC-10.cnf,6.359999999999999,61.540000000000006,901.2399999999999,1800.77
BayesianNetwork/DQMR/qmr-70/or-70-5-4-UC-20.cnf,5.090000000000001,60.09,899.7,1799.1299999999999
BayesianNetwork/DQMR/qmr-70/or-70-5-4-UC-30.cnf,4.84,57.19,856.77,1713.45
BayesianNetwork/DQMR/qmr-70/or-70-5-4-UC-40.cnf,4.35,51.260000000000005,767.8,1535.05
BayesianNetwork/DQMR/qmr-70/or-70-5-5.cnf,103.66,153.48,992.51,1892.6399999999999
BayesianNetwork/DQMR/qmr-70/or-70-5-5-UC-10.cnf,5.04,58.029999999999994,866.5500000000001,1733.01
BayesianNetwork/DQMR/qmr-70/or-70-5-5-UC-20.cnf,4.87,57.63,863.31,1726.48
BayesianNetwork/DQMR/qmr-70/or-70-5-5-UC-30.cnf,4.24,50.410000000000004,755.45,1510.8100000000002
BayesianNetwork/DQMR/qmr-70/or-70-5-5-UC-40.cnf,3.69,43.79,656.43,1312.53
BayesianNetwork/DQMR/qmr-70/or-70-5-6.cnf,461.86,529.1700000000001,1363.04,2258.11
BayesianNetwork/DQMR/qmr-70/or-70-5-6-UC-10.cnf,13.239999999999998,68.06,907.89,1806.91
BayesianNetwork/DQMR/qmr-70/or-70-5-6-UC-20.cnf,5.069999999999999,60.050000000000004,899.6800000000001,1799.3
BayesianNetwork/DQMR/qmr-70/or-70-5-6-UC-30.cnf,5.06,60.03,899.53,1798.79
BayesianNetwork/DQMR/qmr-70/or-70-5-6-UC-40.cnf,5.17,60.11,899.2,1797.56
BayesianNetwork/DQMR/qmr-70/or-70-5-7.cnf,40.44,95.86,935.59,1835.16
BayesianNetwork/DQMR/qmr-70/or-70-5-7-UC-10.cnf,6.17,61.13,900.83,1800.5900000000001
BayesianNetwork/DQMR/qmr-70/or-70-5-7-UC-20.cnf,5.09,60.07,899.6500000000001,1799.24
BayesianNetwork/DQMR/qmr-70/or-70-5-7-UC-30.cnf,5.07,60.06,899.56,1798.45
BayesianNetwork/DQMR/qmr-70/or-70-5-7-UC-40.cnf,4.09,48.040000000000006,719.37,1438.07
BayesianNetwork/DQMR/qmr-70/or-70-5-8.cnf,136.97,190.67,1029.93,1929.1299999999999
BayesianNetwork/DQMR/qmr-70/or-70-5-8-UC-10.cnf,5.36,60.33,899.96,1799.05
BayesianNetwork/DQMR/qmr-70/or-70-5-8-UC-20.cnf,4.970000000000001,58.79,880.25,1760.3600000000001
BayesianNetwork/DQMR/qmr-70/or-70-5-8-UC-30.cnf,4.94,57.95,867.29,1734.1499999999999
BayesianNetwork/DQMR/qmr-70/or-70-5-8-UC-40.cnf,4.87,57.08,854.34,1708.33
BayesianNetwork/DQMR/qmr-70/or-70-5-9.cnf,122.16999999999999,178.46,1018.6800000000001,1916.75
BayesianNetwork/DQMR/qmr-70/or-70-5-9-UC-10.cnf,5.05,60.040000000000006,899.64,1799.0
BayesianNetwork/DQMR/qmr-70/or-70-5-9-UC-20.cnf,4.91,58.48,876.5699999999999,1753.09
BayesianNetwork/DQMR/qmr-70/or-70-5-9-UC-30.cnf,4.890000000000001,57.85,866.67,1732.7299999999998
BayesianNetwork/DQMR/qmr-70/or-70-5-9-UC-40.cnf,4.12,48.6,727.63,1455.0
BayesianNetwork/Ratio_50/50-10-10-q.cnf,5.1499999999999995,60.16,899.77,1799.4
BayesianNetwork/Ratio_50/50-10-1-q.cnf,5.44,60.43,899.99,1799.59
BayesianNetwork/Ratio_50/50-10-2-q.cnf,5.550000000000001,60.67,900.31,1799.87
BayesianNetwork/Ratio_50/50-10-3-q.cnf,5.4399999999999995,60.5,900.11,1799.5800000000002
BayesianNetwork/Ratio_50/50-10-4-q.cnf,5.12,60.16,899.65,1799.38
BayesianNetwork/Ratio_50/50-10-5-q.cnf,5.109999999999999,60.08,899.6,1798.9899999999998
BayesianNetwork/Ratio_50/50-10-6-q.cnf,5.23,60.279999999999994,899.93,1799.35
BayesianNetwork/Ratio_50/50-10-7-q.cnf,5.12,60.12,899.77,1799.32
BayesianNetwork/Ratio_50/50-10-8-q.cnf,5.12,60.269999999999996,899.64,1799.3200000000002
BayesianNetwork/Ratio_50/50-10-9-q.cnf,5.1899999999999995,60.19,899.8,1799.36
BayesianNetwork/Ratio_50/50-12-10-q.cnf,8.639999999999999,63.75,903.2199999999999,1802.65
BayesianNetwork/Ratio_50/50-12-1-q.cnf,6.57,61.74,901.31,1800.8000000000002
BayesianNetwork/Ratio_50/50-12-2-q.cnf,5.91,61.089999999999996,900.56,1800.24
BayesianNetwork/Ratio_50/50-12-3-q.cnf,6.83,61.97,901.57,1801.22
BayesianNetwork/Ratio_50/50-12-4-q.cnf,5.59,60.74,900.27,1800.09
BayesianNetwork/Ratio_50/50-12-5-q.cnf,7.5,62.75,902.25,1801.76
BayesianNetwork/Ratio_50/50-12-6-q.cnf,5.239999999999999,60.28,899.76,1799.67
BayesianNetwork/Ratio_50/50-12-7-q.cnf,7.25,62.4,901.9699999999999,1801.67
BayesianNetwork/Ratio_50/50-12-8-q.cnf,6.93,62.05,901.6600000000001,1801.3600000000001
BayesianNetwork/Ratio_50/50-12-9-q.cnf,6.53,61.68,901.42,1801.04
BayesianNetwork/Ratio_50/50-14-10-q.cnf,9.7,64.86000000000001,904.49,1803.98
BayesianNetwork/Ratio_50/50-14-1-q.cnf,12.96,68.02,907.76,1807.27
BayesianNetwork/Ratio_50/50-14-2-q.cnf,14.270000000000001,69.55999999999999,908.9399999999999,1808.73
BayesianNetwork/Ratio_50/50-14-3-q.cnf,10.680000000000001,65.67999999999999,905.42,1804.98
BayesianNetwork/Ratio_50/50-14-4-q.cnf,7.48,62.66,902.26,1801.97
BayesianNetwork/Ratio_50/50-14-5-q.cnf,16.45,71.46,911.0899999999999,1830.64
BayesianNetwork/Ratio_50/50-14-6-q.cnf,15.96,70.98,910.84,1810.42
BayesianNetwork/Ratio_50/50-14-7-q.cnf,8.22,63.43,903.08,1802.5900000000001
BayesianNetwork/Ratio_50/50-14-8-q.cnf,7.05,62.22,901.8299999999999,1801.3999999999999
BayesianNetwork/Ratio_50/50-14-9-q.cnf,13.24,68.34,908.82,1807.61
BayesianNetwork/Ratio_50/50-16-10-q.cnf,104.21000000000001,159.98000000000002,998.45,1900.8799999999999
BayesianNetwork/Ratio_50/50-16-1-q.cnf,54.42,109.58999999999999,949.4799999999999,1848.79
BayesianNetwork/Ratio_50/50-16-2-q.cnf,162.89000000000001,215.92000000000002,1056.64,1956.1599999999999
BayesianNetwork/Ratio_50/50-16-3-q.cnf,25.94,80.74,920.94,1819.8300000000002
BayesianNetwork/Ratio_50/50-16-4-q.cnf,90.15,295.12,984.77,1885.52
BayesianNetwork/Ratio_50/50-16-5-q.cnf,86.18,141.57999999999998,982.1500000000001,1880.63
BayesianNetwork/Ratio_50/50-16-6-q.cnf,103.76,158.31,998.15,1899.37
BayesianNetwork/Ratio_50/50-16-7-q.cnf,27.580000000000002,83.34,922.96,1821.9799999999998
BayesianNetwork/Ratio_50/50-16-8-q.cnf,16.0,71.08,910.72,1810.41
BayesianNetwork/Ratio_50/50-16-9-q.cnf,398.35999999999996,458.5,1298.96,2195.6099999999997
BayesianNetwork/Ratio_50/50-18-10-q.cnf,1036.41,1081.53,1933.1799999999998,2853.85
BayesianNetwork/Ratio_50/50-18-1-q.cnf,424.92,484.8,1315.09,2216.67
BayesianNetwork/Ratio_50/50-18-2-q.cnf,544.6999999999999,599.88,1439.3,2339.14
BayesianNetwork/Ratio_50/50-18-3-q.cnf,27.58,82.98,922.13,1821.74
BayesianNetwork/Ratio_50/50-18-4-q.cnf,572.91,1060.5,1889.29,2783.6600000000003
BayesianNetwork/Ratio_50/50-18-5-q.cnf,496.87,545.47,1388.6299999999999,2285.5
BayesianNetwork/Ratio_50/50-18-6-q.cnf,472.07,529.68,1361.3999999999999,2268.5299999999997
BayesianNetwork/Ratio_50/50-18-7-q.cnf,281.25,335.72,1173.75,2076.33
BayesianNetwork/Ratio_50/50-18-8-q.cnf,108.61,167.9,1002.8000000000001,1903.28
BayesianNetwork/Ratio_50/50-18-9-q.cnf,789.03,841.28,1677.26,2579.42
BayesianNetwork/Ratio_50/50-20-10-q.cnf,2270.08,2276.16,3141.92,4015.74
BayesianNetwork/Ratio_50/50-20-1-q.cnf,804.9,865.9,1709.5,2602.08
BayesianNetwork/Ratio_50/50-20-2-q.cnf,1941.73,6368.17,TO,TO
BayesianNetwork/Ratio_50/50-20-3-q.cnf,2273.56,2322.7799999999997,3160.0,TO
BayesianNetwork/Ratio_50/50-20-4-q.cnf,5878.650000000001,5928.12,6778.36,TO
BayesianNetwork/Ratio_50/50-20-5-q.cnf,2298.41,2343.7999999999997,3199.4500000000003,4089.2599999999998
BayesianNetwork/Ratio_50/50-20-6-q.cnf,1184.44,1242.69,2083.83,2978.3599999999997
BayesianNetwork/Ratio_50/50-20-7-q.cnf,4467.13,4521.1,5349.49,6258.75
BayesianNetwork/Ratio_50/50-20-8-q.cnf,2381.93,2420.12,3267.5099999999998,4168.49
BayesianNetwork/Ratio_50/50-20-9-q.cnf,638.67,691.59,1531.2800000000002,2430.01
BayesianNetwork/Ratio_75/75-10-10-q.cnf,5.06,60.05,899.6600000000001,1799.2
BayesianNetwork/Ratio_75/75-10-1-q.cnf,5.05,60.04,899.62,1799.05
BayesianNetwork/Ratio_75/75-10-2-q.cnf,5.06,60.04,899.5999999999999,1799.31
BayesianNetwork/Ratio_75/75-10-4-q.cnf,5.05,60.029999999999994,899.65,1798.97
BayesianNetwork/Ratio_75/75-10-5-q.cnf,5.08,60.059999999999995,899.59,1799.3799999999999
BayesianNetwork/Ratio_75/75-10-6-q.cnf,5.050000000000001,60.03,899.6600000000001,1799.23
BayesianNetwork/Ratio_75/75-10-7-q.cnf,5.07,60.040000000000006,899.56,1799.1200000000001
BayesianNetwork/Ratio_75/75-10-8-q.cnf,5.06,60.04,899.59,1799.25
BayesianNetwork/Ratio_75/75-10-9-q.cnf,5.08,60.03,899.68,1799.1299999999999
BayesianNetwork/Ratio_75/75-12-10-q.cnf,5.079999999999999,60.07,899.73,1799.35
BayesianNetwork/Ratio_75/75-12-1-q.cnf,5.109999999999999,60.12,899.79,1799.1299999999999
BayesianNetwork/Ratio_75/75-12-2-q.cnf,5.079999999999999,60.06,899.64,1799.22
BayesianNetwork/Ratio_75/75-12-3-q.cnf,5.1,60.1,899.64,1799.3300000000002
BayesianNetwork/Ratio_75/75-12-4-q.cnf,5.07,60.06,899.6,1799.25
BayesianNetwork/Ratio_75/75-12-5-q.cnf,5.109999999999999,60.09,899.6400000000001,1799.3500000000001
BayesianNetwork/Ratio_75/75-12-6-q.cnf,5.17,60.19,899.8399999999999,1799.51
BayesianNetwork/Ratio_75/75-12-7-q.cnf,5.119999999999999,60.1,899.74,1799.3600000000001
BayesianNetwork/Ratio_75/75-12-8-q.cnf,5.2299999999999995,60.220000000000006,899.84,1799.55
BayesianNetwork/Ratio_75/75-12-9-q.cnf,5.08,60.089999999999996,899.6899999999999,1799.1999999999998
BayesianNetwork/Ratio_75/75-14-10-q.cnf,5.1499999999999995,60.15,899.6400000000001,1799.4099999999999
BayesianNetwork/Ratio_75/75-14-1-q.cnf,5.069999999999999,60.09,899.6899999999999,1799.49
BayesianNetwork/Ratio_75/75-14-2-q.cnf,5.2299999999999995,60.2,899.84,1799.4799999999998
BayesianNetwork/Ratio_75/75-14-3-q.cnf,5.319999999999999,60.36,900.02,1799.43
BayesianNetwork/Ratio_75/75-14-4-q.cnf,5.25,60.25,899.9499999999999,1799.61
BayesianNetwork/Ratio_75/75-14-5-q.cnf,5.22,60.26,899.88,1799.49
BayesianNetwork/Ratio_75/75-14-6-q.cnf,5.470000000000001,60.45,899.83,1799.7299999999998
BayesianNetwork/Ratio_75/75-14-7-q.cnf,5.2299999999999995,60.099999999999994,899.62,1799.23
BayesianNetwork/Ratio_75/75-14-8-q.cnf,5.220000000000001,60.199999999999996,899.88,1799.48
BayesianNetwork/Ratio_75/75-14-9-q.cnf,5.64,60.79,900.4000000000001,1799.85
BayesianNetwork/Ratio_75/75-15-10-q.cnf,5.369999999999999,60.41,900.05,1799.68
BayesianNetwork/Ratio_75/75-15-1-q.cnf,5.42,60.5,900.12,1799.78
BayesianNetwork/Ratio_75/75-15-2-q.cnf,5.33,60.4,900.0699999999999,1799.63
BayesianNetwork/Ratio_75/75-15-3-q.cnf,5.89,61.01,900.72,1800.36
BayesianNetwork/Ratio_75/75-15-4-q.cnf,5.109999999999999,60.12,899.8000000000001,1799.2
BayesianNetwork/Ratio_75/75-15-6-q.cnf,5.37,60.47,900.04,1799.6299999999999
BayesianNetwork/Ratio_75/75-15-7-q.cnf,6.390000000000001,61.54,901.28,1800.78
BayesianNetwork/Ratio_75/75-15-8-q.cnf,5.98,60.949999999999996,900.5200000000001,1800.22
BayesianNetwork/Ratio_75/75-15-9-q.cnf,5.3100000000000005,60.27,899.86,1799.5
BayesianNetwork/Ratio_75/75-16-10-q.cnf,6.54,61.85,901.35,1800.82
BayesianNetwork/Ratio_75/75-16-1-q.cnf,5.79,60.959999999999994,900.67,1800.08
BayesianNetwork/Ratio_75/75-16-2-q.cnf,8.9,64.11,903.6400000000001,1803.22
BayesianNetwork/Ratio_75/75-16-3-q.cnf,6.63,61.83,901.42,1800.9399999999998
BayesianNetwork/Ratio_75/75-16-4-q.cnf,9.379999999999999,64.61,904.28,1804.1000000000001
BayesianNetwork/Ratio_75/75-16-5-q.cnf,6.14,61.11,900.82,1800.27
BayesianNetwork/Ratio_75/75-16-6-q.cnf,5.86,60.8,900.4699999999999,1800.09
BayesianNetwork/Ratio_75/75-16-7-q.cnf,6.199999999999999,61.37,901.1,1800.56
BayesianNetwork/Ratio_75/75-16-8-q.cnf,5.35,60.410000000000004,900.14,1799.67
BayesianNetwork/Ratio_75/75-16-9-q.cnf,6.48,61.690000000000005,901.31,1800.5
BayesianNetwork/Ratio_75/75-17-10-q.cnf,5.55,60.68,900.32,1799.89
BayesianNetwork/Ratio_75/75-17-1-q.cnf,5.569999999999999,60.699999999999996,900.28,1799.92
BayesianNetwork/Ratio_75/75-17-2-q.cnf,5.39,60.39,900.04,1799.69
BayesianNetwork/Ratio_75/75-17-3-q.cnf,8.65,63.76,903.63,1803.1200000000001
